티커,VS,GS,GS_Rank,VS_Rank,Rank,시가총액,cap_ratio,cum_cap,group
044380,-0.6996366651366087,0.3045002001638135,248.0,453.0,0.5474613686534217,63047194860,3.7538533959865986e-05,0.10208281115295784,growth
000400,0.5764361791201439,1.0798238936096762,88.0,160.0,0.55,583432281600,0.0003473777471742649,0.1024301889001321,growth
023450,-1.010872924523514,0.06458911742333906,310.0,557.0,0.5565529622980251,214434000000,0.00012767479994985303,0.10255786370008195,growth
086280,-0.5035798950600348,0.4116702714610891,221.0,397.0,0.5566750629722922,7856250000000,0.004677640425986704,0.10723550412606865,growth
002780,-0.29593705106629953,0.5158625739429575,197.0,349.0,0.5644699140401146,322219915175,0.00019185093413277157,0.10742735506020143,growth
003410,-0.9470940997027605,0.08766479256253784,304.0,538.0,0.5650557620817844,3909950457200,0.002327999022714898,0.10975535408291633,growth
030000,-0.847765329959303,0.15165962428036356,289.0,511.0,0.5655577299412916,2870278563750,0.0017089745162946768,0.111464328599211,growth
000660,-0.3543100028278232,0.46044467693241553,207.0,365.0,0.5671232876712329,82628268427500,0.04919717788076434,0.16066150647997535,growth
001550,-1.0938590396802192,0.02208824037499453,327.0,575.0,0.568695652173913,118383049200,7.048570713629186e-05,0.16073199218711165,growth
008260,-0.24104016845508341,0.5494992614097114,187.0,328.0,0.5701219512195121,161876662220,9.638196585190983e-05,0.16082837415296355,growth
001770,-0.04175298560323662,0.6990435105931707,158.0,274.0,0.5766423357664233,37843449700,2.2532130491712254e-05,0.16085090628345527,growth
004060,1.1947534418659929,1.348727418383724,40.0,69.0,0.5797101449275363,143316871680,8.533139763835379e-05,0.16093623768109364,growth
075580,-0.924289017518804,0.07152445041699097,309.0,533.0,0.5797373358348968,359857056480,0.00021426022783992726,0.16115049790893357,growth
006400,-1.0759938487874314,0.018638561794842162,330.0,569.0,0.5799648506151143,41465011590000,0.024688421890519167,0.18583891979945275,growth
282330,-1.057973007861942,0.022014545078999637,328.0,565.0,0.5805309734513274,3232090422000,0.0019243986403680669,0.1877633184398208,growth
008560,0.39842597700544746,0.9484783059771157,107.0,183.0,0.5846994535519126,3912558133470,0.00232955164285026,0.19009287008267106,growth
133820,-0.7665590047487161,0.19377952073438032,282.0,473.0,0.5961945031712473,87707816245,5.2221559515369976e-05,0.19014509164218643,growth
