회사명,거래소코드,회계년도,유동비율,차입금의존도,매출액증가율,유형자산증가율,총자본증가율,매출액총이익률,매출액영업이익률,매출액순이익률,총자본영업이익률,자기자본순이익률,당좌비율,부채비율,재고자산회전률,매출채권회전률,총자본회전률,매입채무회전률,현금순환주기,WCTA,RETA,TLTA,이자보상배율,vol유동비율,vol매출액증가율,vol유형자산증가율,vol총자본증가율,vol매출액총이익률,vol매출액영업이익률,vol자기자본순이익률,vol총자본영업이익률,vol당좌비율,vol부채비율,vol이자보상배율,vol재고자산회전률,vol매출채권회전률,vol총자본회전률,vol매입채무회전률,부도
(주)강원에너지,114190,2014,294.21,0.0,1.62,108.97,-7.46,21.2,3.16,2.18,2.33,2.33,283.74,32.89,26.93,2.52,0.74,6.49,102.26000000000002,0.7279601538473036,0.4433243091988965,0.2475049427083791,39.013961856783006,62.45999999999998,54.04,100.57,11.38,-1.9800000000000004,-3.22,-7.24,-1.67,59.850000000000016,-25.01,20.902940342374748,9.739999999999998,0.75,0.11,2.3500000000000005,0.0
(주)강원에너지,114190,2015,225.55,0.0,-5.11,-2.92,20.74,17.05,1.8,1.81,1.19,1.68,220.81,47.48,32.89,2.39,0.66,5.46,96.64999999999998,0.7257896590024151,0.3781266363013369,0.32194725513043343,340.9698050685557,-68.65999999999997,-6.73,-103.41,28.2,-4.149999999999999,-1.36,-0.6500000000000001,-1.14,-62.93000000000001,14.589999999999995,171.8757365416829,5.960000000000001,-0.1299999999999999,-0.07999999999999996,-1.0300000000000002,0.0
(주)강원에너지,114190,2016,291.71,0.0,-9.02,-2.28,-12.46,16.29,-2.03,-1.71,-1.19,-1.4,289.75,31.82,56.65,2.09,0.59,6.25,122.69,0.704049915951468,0.4212150076717565,0.2414078747652951,-18.504431767786304,66.15999999999997,-3.9099999999999993,0.6400000000000001,-33.2,-0.7600000000000016,-3.83,-3.08,-2.38,68.94,-15.659999999999995,-94.99509748899351,23.76,-0.3000000000000003,-0.07000000000000006,0.79,0.0
(주)경윤하이드로에너지,19120,2002,184.23,22.22,1.24,44.2,3.38,12.3,4.56,5.02,6.6,12.49,90.89,68.75,5.74,15.9,1.45,57.57,80.19999999999997,0.4895478514122825,0.5388417665751295,0.4073920118620023,6.1709212652092695,-60.420000000000016,1.12,41.02,-6.69,-1.33,-1.3400000000000007,-2.7899999999999987,-2.380000000000001,-66.67,-7.150000000000006,1.4199581067340448,-1.0,4.1,-0.07000000000000006,-6.869999999999997,0.0
(주)경윤하이드로에너지,19120,2006,107.25,37.64,6.31,-15.45,-0.49,0.02,-13.76,-10.21,-11.63,-16.0,80.54,100.85,5.35,3.46,0.84,32.48,162.5,0.4819702244969392,0.4091198218758173,0.5021156371531886,-5.480611757770727,-32.91,23.61,-6.4499999999999975,0.05000000000000005,0.65,-2.68,-7.689999999999999,-2.880000000000001,-5.1799999999999935,28.33999999999999,-0.07981152163547378,1.89,-0.7300000000000004,0.04999999999999993,-16.509999999999998,0.0
(주)경윤하이드로에너지,19120,2007,70.34,39.33,-11.26,-15.0,-9.51,0.0,-14.11,-9.52,-11.13,-15.79,53.31,121.8,7.53,3.55,0.79,20.22,133.1,0.3628468951391207,0.3730548527765301,0.5491371863301319,-4.58765513092604,-36.91,-17.57,0.4499999999999993,-9.02,-3.33,-0.34999999999999964,0.21000000000000085,0.5,-27.230000000000004,20.950000000000006,0.892956626844688,2.1800000000000006,0.08999999999999986,-0.04999999999999993,-12.259999999999998,0.0
(주)경윤하이드로에너지,19120,2010,125.49,30.22,54.13,86.36,-22.55,20.9,-34.22,-108.74,-10.69,-75.38,125.49,102.25,0.0,2.58,0.31,3.91,48.19000000000001,0.3406171058565317,-0.8963023500686987,0.5055656850454354,-4.585470115077908,-15.040000000000004,98.2,117.91,-69.82000000000001,8.319999999999999,22.69,-49.91,-0.9599999999999992,-15.040000000000004,43.71,0.4942040565516042,0.0,0.5300000000000002,0.14,1.6100000000000003,0.0
(주)고영테크놀러지,98460,2006,526.18,5.03,0.0,0.0,0.0,57.82,19.45,17.61,21.79,29.57,422.87,29.78,9.11,4.29,1.29,23.29,109.57,0.7234536516147791,0.3006784938057029,0.2294892563123241,99.60651497890943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.9099026089069,0.0,0.0,0.0,0.0,0.0
(주)고영테크놀러지,98460,2007,428.42,1.3,40.07,-6.81,49.76,57.82,22.41,20.05,21.79,34.16,357.39,29.59,10.99,4.39,1.45,27.23,102.98000000000002,0.7563222664071488,0.4435036742455462,0.2283206624877318,251.70048286083093,-97.75999999999992,40.07,-6.81,49.76,1.1199999999999974,3.1500000000000017,8.18,7.630000000000003,-65.48000000000002,-0.19000000000000128,152.09396788192146,1.8800000000000008,0.09999999999999963,0.15999999999999992,3.9400000000000013,0.0
(주)고영테크놀러지,98460,2010,405.66,0.0,93.67,124.97,38.54,57.82,22.41,20.68,21.79,34.16,329.92,25.07,10.54,4.03,1.2,16.0,102.32,0.6937788182082061,0.4877598581196813,0.2004676431220729,53.862927439413575,52.630000000000045,98.2,117.91,12.79,-0.490000000000002,18.0,31.37,14.13,19.52000000000004,-12.1,26.122526251251198,3.629999999999999,1.2500000000000004,0.43000000000000016,1.5700000000000005,0.0
